Rank,Title,Director,Tagline,Overview,Runtime,Genres,Release Year,Cast,Rating
7853,M*A*S*H,Robert Altman,M*A*S*H Gives A D*A*M*N.,The staff of a Korean War field hospital use humor and hijinks to keep their sanity in the face of the horror of war.,116,"Comedy, Drama, War",1970,"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman, Robert Duvall, Roger Bowen, René Auberjonois, David Arkin, Jo Ann Pflug, Gary Burghoff, Fred Williamson, Michael Murphy",6.974
7854,Tom and Jerry: A Nutcracker Tale,"Tony Cervone, Spike Brandt",,"Christmas is never so spirited as when Tom and Jerry lock horns for the holidays in their new original movie--Tom & Jerry: A Nutcracker Tale In an empty opera house, Jerry wishes for a chance to perform -- and magically his dream comes true. The little mouse is whisked away to an enchanted kingdom where anything is possible: candy forests, singing snowflakes, even the toys spring to life! Jerry has a great time with his new friends, and when Jerry dances with the music box ballerina, he is as happy as happy can be. Unfortunately, alley cats led by Tom crash Jerry's party, kidnap the music box ballerina and wreak havoc in the holiday kingdom. It's up to Jerry to set things right -- and with help from a fellow mouse named Tuffy and more newfound friends, Jerry just may win the day!",46,"Animation, Family, Comedy",2007,"Kathleen Barr, Garry Chalk, Ian James Corlett, Trevor Devall, Richard Newman, Mark Oliver, Chantal Strand, Tara Strong",6.783
7855,Swingers,Stephan Brenninkmeijer,,"Despite Diana's insecure nature, she and her husband Julian agree with the idea to sexually experiment with another couple. They put out an ad on the net to which the well experienced Alex and Timo react. We follow Diana and Julian as they prepare for the arrival of Alex and Timo, who they have invited to their home for the weekend. Diana is nervous. As soon as she is confronted with the self-confident and ravishingly sexy Alex, her insecurity increases even more. Timo seems disinterested, a sharp contrast to the boyish excitement of Julian. But as night falls and their sexual exploration begins, we notice Timo may not be as casual as he initially seemed and Diana on the other hand contains hidden strength. And so we realize there's more to 'Swingers' than just sex. Swingers: could your relationship stand the test?",93,"Romance, Drama",2002,"Ellen van der Koogh, Nienke Brinkhuis, Danny de Kok, Joep Sertons, Eleanore Merrill",5.7
7856,The Movie Teller,Lone Scherfig,,A poor young girl living in Chile with her wheelchair-confined father and four siblings tries to save up enough money to watch movies at her local cinema.,116,"Drama, History",2023,"Bérénice Bejo, Daniel Brühl, Antonio de la Torre, Sara Becker, Alondra Valenzuela, Joaquín Guzmán, Santiago Urbina, Elian Ponce, Francisco Díaz, Beltran Izquierdo, Alfred Borner, Simón Beltrán",5.25
7857,All My Life,Marc Meyers,Based on a true love story.,"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.",93,"Romance, Drama",2020,"Jessica Rothe, Harry Shum Jr., Michael Masini, Chrissie Fit, Greg Vrotsos, Ever Carradine, Marielle Scott, Jay Pharoah, Kyle Allen, Keala Settle, Josh Brener, Jon Rudnitsky",7.863
7858,Dead Space: Downfall,Chuck Patton,Meet Your Maker.,"On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space.",74,"Animation, Horror, Science Fiction, Thriller",2008,"Bruce Boxleitner, Kelly Hu, Jeff Bennett, Jim Cummings, Grey DeLisle, Nika Futterman, Maurice LaMarche, Phil Morris, Bob Neill, Jim Piddock, Kevin Michael Richardson, Lia Sargent",6.178
7859,The Best Offer,Giuseppe Tornatore,A master of possession. A crime of obsession.,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",131,"Drama, Romance, Crime",2013,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland, Maximilian Dirr, Philip Jackson, Dermot Crowley, Liya Kebede, Hannah Britland, Brigitte Christensen, Kiruna Stamell, Caterina Capodilista",7.834
7860,Ava,Léa Mysius,,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",106,Drama,2017,"Noée Abita, Laure Calamy, Tamara Cano, Ismaël Capelot, Daouda Diakhaté, Baptiste Archimbaud, Franck Beckmann, Valentine Cadic, Mary Lefèvre, Vincent Grousset, Paul Meulins, Mila Cheuzzi",6.303
7861,Nurse Betty,Neil LaBute,She's chasing a dream... they're chasing her.,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.",108,"Comedy, Crime, Thriller",2000,"Morgan Freeman, Renée Zellweger, Chris Rock, Greg Kinnear, Aaron Eckhart, Tia Texada, Crispin Glover, Pruitt Taylor Vince, Allison Janney, Kathleen Wilhoite, Elizabeth Mitchell, Susan Barnes",5.964
7862,Sommersby,Jon Amiel,She knew his face. His touch. His voice. She knew everything about him ... But the truth.,"Set in the South just after the US Civil War, Laurel Sommersby is just managing to work the farm without her husband, believed killed in battle. By all accounts, Jack Sommersby was not a pleasant man, thus when he suddenly returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart.",109,"Drama, Thriller, Mystery, Romance",1993,"Jodie Foster, Richard Gere, Bill Pullman, James Earl Jones, Lanny Flaherty, William Windom, Wendell Wellman, Brett Kelley, Clarice Taylor, Frankie Faison, R. Lee Ermey, Richard Hamilton",6.3
7863,Khumba,Anthony Silverston,"Half a zebra, a whole lot of adventure!",A half-striped zebra is blamed for the drought and leaves his herd in search of his missing stripes. He is joined on his quest by an overprotective wildebeest and a flamboyant ostrich; they defeat the tyrannical leopard and save his herd.,85,"Animation, Adventure, Family",2013,"Jake T. Austin, Liam Neeson, Steve Buscemi, AnnaSophia Robb, Laurence Fishburne, Richard E. Grant, Loretta Devine, Anika Noni Rose, Catherine Tate, Jennifer Cody, Charlie Adler, Dee Bradley Baker",6.0
7864,Get the Gringo,Adrian Grünberg,The odds are against him. So is everyone else.,A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.,96,"Action, Thriller, Crime, Drama",2012,"Mel Gibson, Kevin Hernandez, Daniel Giménez Cacho, Peter Stormare, Jesús Ochoa, Roberto Sosa, Dolores Heredia, Mario Zaragoza, Peter Gerety, Bob Gunton, Gerardo Taracena, Dean Norris",6.548
7865,The Serpent and the Rainbow,Wes Craven,Don't Bury Me... I'm Not Dead!,"A Harvard anthropologist is sent to Haiti to retrieve a strange powder that is said to have the power to bring human beings back from the dead. In his quest to find the miracle drug, the cynical scientist enters the rarely seen netherworld of walking zombies, blood rites and ancient curses. Based on the true life experiences of Wade Davis and filmed on location in Haiti, it's a frightening excursion into black magic and the supernatural.",98,"Horror, Thriller",1988,"Bill Pullman, Cathy Tyson, Zakes Mokae, Paul Winfield, Brent Jennings, Conrad Roberts, Badja Djola, Theresa Merritt, Michael Gough, Paul Guilfoyle, Dey Young, Aleta Mitchell",6.393
7866,Killer Klowns from Outer Space,Stephen Chiodo,It’s Craazzy!,Aliens disguised as clowns crash land on Earth in a rural town to capture unsuspecting victims in cotton candy cocoons for later consumption.,88,"Comedy, Horror, Science Fiction",1988,"Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Royal Dano, Christopher Titus, Michael S. Siegel, Peter Licassi, Irene Michaels, Karla Sue Krull, Aeron MacIntyre, Danny Kovacs",6.475
7867,The Girl and the Wooden Horse Torture,Fumihiko Kato,,"Nami is a masochistic high school student who is attacked and almost raped by a gang of hoodlums before being rescued by handsome teacher Muraki. The near-miss triggers bizarre hallucinations in Nami, and she imagines herself engaged in various S&M situations with Muraki, in which she is beaten, forced to urinate, and tortured on the titular wooden horse. The hallucinations grow progressively more real (and exciting) to Nami, and soon Muraki is accused of raping her and loses his teaching position.",68,"Thriller, Horror",1982,"Serina Nishikawa, Waka Oda, Anri Megumi, Shirō Shimomoto, Hideo Shirayama, Yoko Ishido, Ryoichi Kusanagi, Asami Ogawa, Kazuyo Ezaki",6.1
7868,Searching for Bobby Fischer,Steven Zaillian,Every journey begins with a single move.,A seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,110,Drama,1993,"Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley, Laurence Fishburne, Michael Nirenberg, Robert Stephens, David Paymer, Hal Scardino, William H. Macy, Vasek Simek, Dan Hedaya",7.105
7869,Speed Zone,Jim Drake,A comedy that's over the limit and beyond the law!,"An illegal race that takes place over the United States and nothing will stop this bunch of racers except for the occasional cop or a damsel in distress. Jackie Chan's car is not in this one, but many new cars make up for that. Who will win? Who will crash? Who will not even finish? Sit down and buckle up for the ride of your life.",94,"Comedy, Action",1989,"Melody Anderson, Peter Boyle, Donna Dixon, John Candy, Eugene Levy, Tim Matheson, Dick Smothers, Tom Smothers, Shari Belafonte, Joe Flaherty, Matt Frewer, Mimi Kuzyk",4.451
7870,The Associate,Donald Petrie,Behind every great man is a woman... Wishing he'd get the hell out of her way.,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,114,Comedy,1996,"Whoopi Goldberg, Dianne Wiest, Eli Wallach, Tim Daly, Bebe Neuwirth, Austin Pendleton, Lainie Kazan, George Martin, Kenny Kerr, Lee Wilkof, Helen Hanft, George Morfogen",6.281
7871,The Crying Game,Neil Jordan,Play At Your Own Risk.,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",112,"Crime, Drama, Thriller",1992,"Stephen Rea, Miranda Richardson, Jaye Davidson, Forest Whitaker, Adrian Dunbar, Breffni McKenna, Joe Savino, Birdy Sweeney, Andrée Bernard, Jim Broadbent, Ralph Brown, Tony Slattery",6.863
7872,Fat Girl,Catherine Breillat,,"Anaïs is twelve and bears the weight of the world on her shoulders. She watches her older sister, Elena, whom she both loves and hates. Elena is fifteen and devilishly beautiful. Neither more futile, nor more stupid than her younger sister, she cannot understand that she is merely an object of desire. And, as such, she can only be taken. Or had. Indeed, this is the subject: a girl's loss of virginity. And, that summer, it opens a door to tragedy.",86,Drama,2001,"Anaïs Reboux, Roxane Mesquida, Libero De Rienzo, Arsinée Khanjian, Romain Goupil, Laura Betti, Albert Goldberg, Odette Barrière, Ann Matthijsse, Pierre Renverseau, Jean-Marc Boulanger, Frederick Bodin",6.181
7873,Pride,Matthew Warchus,Based on the inspirational true story.,"In 1984, a group of LGBT activists decide to raise money to support the National Union of Mineworkers during their lengthy strike. There is only one problem: the Union seems embarrassed to receive their support.",120,"Drama, Comedy",2014,"George MacKay, Ben Schnetzer, Freddie Fox, Bill Nighy, Imelda Staunton, Dominic West, Paddy Considine, Andrew Scott, Joseph Gilgun, Chris Overton, Faye Marsay, Jessica Gunning",7.725
7874,Ali G Indahouse,Mark Mylod,Me iz introducin a white paper.,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever.",85,Comedy,2002,"Sacha Baron Cohen, Michael Gambon, Charles Dance, Kellie Bright, Martin Freeman, Paul Clayton, Rhona Mitra, Barbara New, Emilio Rivera, Gina La Piana, Dana de Celis, Martin Ball",6.063
